LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
4QRCYPAC6L,24,94046,85872,455,33,1,12.52,60,0.83,High School,Self-employed,Married,Yes,Yes,Business,Yes,0
YGDIEUELGD,66,118855,26713,640,111,1,12.85,36,0.9,Master's,Self-employed,Married,Yes,No,Business,No,0
T6AEB01RRE,43,75602,199420,495,107,1,9.87,36,0.25,Bachelor's,Self-employed,Divorced,Yes,Yes,Auto,No,0
7UECIKA8JQ,50,15476,147991,554,62,2,5.84,24,0.69,Bachelor's,Unemployed,Single,No,Yes,Education,Yes,0
K70MT4V5M5,54,115405,93439,596,97,2,14.68,24,0.81,Bachelor's,Self-employed,Married,No,No,Auto,No,1
4MT59SGGX4,65,28593,78959,832,58,4,3.19,24,0.23,High School,Part-time,Divorced,No,Yes,Business,Yes,0
64R67ECIFP,32,16205,186871,540,48,1,5.67,24,0.16,Master's,Unemployed,Divorced,No,Yes,Education,Yes,1
F1OXMDHETF,19,137229,17474,555,119,2,16.61,24,0.62,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,0
OSKLI1LFR5,58,116648,98500,673,15,3,22.08,24,0.35,Bachelor's,Full-time,Married,No,Yes,Auto,No,1
G4HC4SF6SY,24,86849,207086,728,91,2,11.09,24,0.85,Bachelor's,Self-employed,Single,Yes,Yes,Auto,No,0
ZH6POP91L6,49,86991,216057,541,60,4,5.48,12,0.17,PhD,Part-time,Married,No,Yes,Auto,Yes,0
PEZ3P3VQCG,21,61177,15842,828,67,3,18.35,24,0.14,Bachelor's,Part-time,Single,Yes,Yes,Home,No,0
IT9ZGJ3TD0,37,40590,179222,418,58,2,3.01,36,0.62,Bachelor's,Full-time,Married,Yes,Yes,Other,Yes,1
5XOTF0TAPU,67,60915,180705,306,30,4,5.29,12,0.49,Master's,Self-employed,Divorced,No,Yes,Education,No,0
5WX9P9KIFJ,53,38078,229995,485,99,3,15.81,24,0.29,High School,Part-time,Single,No,Yes,Home,No,0
MJQBC41VHW,49,133850,154105,665,21,1,8.23,48,0.52,Master's,Self-employed,Single,Yes,Yes,Other,No,0
W5F3SUW8X3,45,58431,103114,447,55,2,10.05,24,0.8,PhD,Unemployed,Single,Yes,No,Business,No,1
E1A13A2SIC,30,64108,18240,440,93,3,17.09,24,0.4,Bachelor's,Part-time,Divorced,No,Yes,Home,Yes,0
O4ZKMPAL7K,18,116024,193848,754,106,4,17.47,24,0.13,High School,Unemployed,Single,No,Yes,Auto,Yes,0
0W2AP99E6H,52,64535,147350,384,107,4,16.56,60,0.25,Master's,Full-time,Single,No,Yes,Business,No,0
PBN56676MS,65,67160,188203,372,54,3,8.36,36,0.13,PhD,Unemployed,Divorced,No,Yes,Home,No,0
EPQ9VXAYJ3,47,29638,207150,395,82,4,21.48,48,0.67,PhD,Self-employed,Single,No,Yes,Home,No,0
CNDMQOPVB2,53,104337,219890,787,64,1,21.96,60,0.28,PhD,Part-time,Married,No,Yes,Business,No,0
MG9TCPD1NF,42,25988,212822,465,34,2,19.5,36,0.11,Bachelor's,Full-time,Divorced,Yes,Yes,Education,Yes,0
IVGVIB38OI,33,112452,213701,436,73,3,3.81,24,0.12,Bachelor's,Self-employed,Married,Yes,No,Business,No,0
E7IFNNF3M0,36,85001,46662,768,65,4,5.5,36,0.11,PhD,Part-time,Married,No,Yes,Education,No,0
RJNU4QXAW3,18,146845,173326,396,44,3,19.9,36,0.85,PhD,Full-time,Divorced,No,Yes,Business,No,0
NABC3HMQVU,22,47920,114746,757,40,2,13.11,24,0.57,Master's,Full-time,Single,Yes,Yes,Other,No,0
H1WSWG0OFI,68,41404,139713,530,27,4,11.2,12,0.8,Bachelor's,Part-time,Single,No,No,Business,Yes,0
K332NZZ447,39,110960,146287,747,86,2,5.46,12,0.37,Master's,Unemployed,Divorced,No,No,Business,No,0
X6T3VX261T,41,132719,111106,552,82,4,23.59,36,0.65,PhD,Part-time,Single,Yes,Yes,Education,Yes,0
ISHG44F2Z2,60,110393,244833,606,95,4,11.16,60,0.34,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes,0
X2K9Q11T2T,62,110574,166700,507,11,3,4.5,12,0.55,PhD,Unemployed,Divorced,Yes,Yes,Business,No,0
POWYN6VGEQ,69,16756,230819,716,42,2,4.95,12,0.81,Bachelor's,Unemployed,Married,No,No,Home,Yes,0
WAR049ZB2E,54,24127,128335,552,23,3,24.6,48,0.77,High School,Unemployed,Married,Yes,Yes,Education,Yes,0
EM3QMJN81L,53,18730,21146,677,29,1,21.77,60,0.56,High School,Self-employed,Single,No,Yes,Home,Yes,0
6RMKNQNX3A,53,146205,214142,603,61,2,5.94,12,0.59,PhD,Unemployed,Married,No,No,Other,Yes,0
93BW28ECR5,21,54722,206380,671,113,1,15.51,60,0.63,PhD,Full-time,Single,Yes,Yes,Auto,No,0
D9BDHRGOR8,53,63286,234737,554,48,3,9.95,12,0.67,PhD,Full-time,Married,No,Yes,Education,No,1
X2VZP4DNTI,69,66828,109285,321,0,2,7.24,36,0.88,High School,Self-employed,Married,No,No,Home,No,0
WL7MNQAHNZ,35,59999,33606,508,75,1,19.68,48,0.7,Master's,Self-employed,Single,Yes,Yes,Other,Yes,0
U1V1TJ2564,67,147547,67580,790,39,2,9.32,36,0.76,Master's,Part-time,Single,No,Yes,Other,No,0
TYXYZCDZZV,33,27625,146544,586,55,1,5.1,12,0.25,Master's,Part-time,Single,Yes,No,Auto,Yes,0
QRBKHPR3V1,58,70660,107882,549,10,1,23.1,12,0.86,Bachelor's,Part-time,Married,No,No,Other,Yes,0
DCHVZ22BCS,35,91578,235952,460,20,2,19.45,36,0.19,PhD,Part-time,Married,Yes,Yes,Home,Yes,0
YAODPMVE18,39,136442,123837,537,70,4,4.12,60,0.15,High School,Unemployed,Divorced,Yes,Yes,Auto,No,0
SFJ9DI6UNR,19,134700,151662,502,65,2,7.16,24,0.89,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,0
99J0C6E9IE,38,140878,112591,517,6,3,11.72,48,0.29,High School,Full-time,Divorced,Yes,Yes,Business,Yes,0
MW244XGR8H,53,48931,244029,666,15,4,22.38,60,0.36,High School,Full-time,Single,No,No,Education,No,1
99W1TT84WZ,61,96396,169996,371,0,2,5.78,48,0.71,PhD,Unemployed,Divorced,No,Yes,Business,No,0
MO428OG98D,56,118614,195693,415,83,4,4.81,60,0.29,Master's,Full-time,Single,Yes,No,Business,Yes,0
9HELDQIR2D,64,54355,174723,637,68,4,12.7,60,0.48,High School,Unemployed,Single,No,Yes,Auto,Yes,0
107KFB6EU8,56,126677,28290,722,24,2,19.2,60,0.12,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes,0
O2U0ELZZJ7,46,72397,210346,652,24,3,5.35,48,0.25,High School,Self-employed,Divorced,No,Yes,Auto,Yes,0
L2BP11GJ1R,43,30803,18506,589,0,4,13.08,24,0.31,High School,Part-time,Married,Yes,Yes,Auto,No,0
44PH7FLAFM,38,61256,213224,763,112,3,11.14,48,0.18,Bachelor's,Full-time,Divorced,Yes,No,Auto,No,0
5W973K5JY6,34,93785,42783,521,93,3,6,60,0.35,PhD,Full-time,Divorced,Yes,Yes,Home,No,0
XE7AHPE84K,33,66076,46420,694,13,2,15.07,12,0.69,PhD,Unemployed,Single,No,No,Other,No,0
Z74LJ3RXUX,48,143243,27594,335,75,2,21.21,12,0.74,Bachelor's,Self-employed,Single,Yes,Yes,Home,Yes,0
HWEZ7BYY2E,68,22900,186369,319,15,3,9.56,12,0.18,High School,Self-employed,Single,No,Yes,Education,No,0
F2N3C1UTRW,26,82684,124347,845,38,4,2.26,60,0.51,Master's,Part-time,Single,Yes,Yes,Education,No,0
F6WT1K26Y7,48,124580,181981,804,117,1,20.41,12,0.13,PhD,Unemployed,Married,No,Yes,Business,Yes,0
N6OJIB6PNL,31,66148,189249,586,46,2,13.73,60,0.45,PhD,Unemployed,Married,No,No,Auto,No,1
EO42LSTU5D,66,110545,31103,793,52,1,3.91,48,0.23,High School,Part-time,Married,Yes,Yes,Other,Yes,0
5FPOKMDRZZ,54,38469,119517,766,1,1,8.22,36,0.12,High School,Self-employed,Single,Yes,Yes,Education,No,0
6KLG0MD12K,19,104701,80460,516,25,1,8.9,24,0.73,Bachelor's,Part-time,Divorced,No,No,Auto,No,1
C1364KMIVD,69,33513,84005,316,36,4,14.5,48,0.53,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,0
4XWTY7JGQJ,65,98645,104849,748,75,2,16.42,12,0.82,Master's,Self-employed,Married,Yes,Yes,Other,Yes,0
5Q0SJU85KQ,63,71564,18387,340,18,4,19.51,24,0.71,Master's,Unemployed,Married,No,Yes,Other,Yes,0
JLXPV7NASZ,31,76248,39930,325,12,4,10.05,60,0.46,PhD,Unemployed,Single,No,No,Auto,No,1
YSD3QNXAXB,50,47857,205358,789,3,1,24.94,60,0.77,High School,Unemployed,Single,Yes,No,Home,No,0
SE23FVV5Y8,52,15987,101560,580,101,2,12.89,48,0.47,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,0
H3ETE0GMPK,56,55890,197244,539,22,1,20.04,24,0.66,High School,Part-time,Divorced,Yes,No,Education,Yes,0
8WUMPTWURN,64,130008,97372,803,17,3,5.67,24,0.55,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,0
JMIRKEPOTT,68,16291,50133,372,27,4,3.81,60,0.59,Bachelor's,Unemployed,Single,No,Yes,Other,Yes,0
0P3GEJ74VJ,37,16215,221768,539,93,1,8.27,12,0.56,PhD,Self-employed,Married,No,Yes,Education,Yes,0
4L4GS8N9I7,19,51737,179475,793,64,2,15.61,60,0.83,PhD,Self-employed,Divorced,Yes,Yes,Business,No,0
BQ1RKYK4O8,68,45145,201125,580,101,2,20.86,48,0.71,High School,Self-employed,Single,No,Yes,Other,Yes,0
4IUNU1HTIY,58,39505,231089,510,46,3,18.26,36,0.46,PhD,Full-time,Single,Yes,Yes,Education,Yes,0
QZC1HWA8XL,36,93611,184868,477,90,4,22.05,36,0.18,Bachelor's,Full-time,Married,Yes,No,Home,No,1
ZCSH59VVNJ,54,23372,115203,816,22,4,13.64,24,0.15,PhD,Part-time,Single,No,No,Other,Yes,0
1LTZXT5TKA,35,57416,80598,572,18,2,12.76,12,0.69,Bachelor's,Unemployed,Single,No,Yes,Home,Yes,0
Z2FG21L88P,33,80851,119543,639,117,2,13.99,12,0.61,High School,Full-time,Married,Yes,No,Other,No,0
JVILLV47NW,21,140164,201599,774,45,2,16.68,60,0.35,Bachelor's,Part-time,Divorced,No,Yes,Business,Yes,0
CYROKYCUOW,29,26718,230986,744,40,3,7.46,12,0.17,Master's,Full-time,Married,Yes,No,Auto,Yes,0
5MWNVB4WBJ,46,17981,225117,756,90,3,23.55,48,0.68,Master's,Part-time,Married,Yes,No,Education,Yes,1
9CKXQ8NPNC,24,139220,147553,540,110,1,13.46,24,0.42,Master's,Self-employed,Married,No,No,Auto,No,1
ZMATY2KR0P,31,48830,100642,364,98,3,24.21,48,0.16,Master's,Unemployed,Single,Yes,Yes,Home,No,1
0KRPXM4LPY,29,146623,244150,405,19,4,10.02,24,0.56,Master's,Self-employed,Married,Yes,No,Home,No,0
IMI7YXHLLE,52,27845,226394,702,19,3,7.44,60,0.8,PhD,Self-employed,Divorced,No,Yes,Auto,Yes,0
3EGY35KN6P,22,123967,50978,415,114,1,11.6,24,0.72,High School,Self-employed,Divorced,No,No,Education,Yes,1
P39B3X9TOL,34,148520,96035,351,37,4,13.78,48,0.42,High School,Full-time,Divorced,Yes,No,Business,No,1
VCE8RZ2Z2Z,59,75312,23227,537,20,1,2.58,36,0.41,Master's,Full-time,Married,No,No,Education,Yes,0
U7USJYLGDY,49,111129,120235,466,109,1,24.32,48,0.65,High School,Unemployed,Married,No,No,Education,Yes,0
6N0I5KLKK0,27,128249,157449,811,88,4,24.44,12,0.8,Bachelor's,Part-time,Divorced,No,No,Education,No,1
FSVRK8EY8I,60,46188,96223,459,111,1,15.01,24,0.38,High School,Full-time,Married,Yes,No,Education,No,0
LI2C9MELXO,34,79115,112824,317,83,1,22.91,24,0.46,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,0
TXXNFSFZAC,22,103984,145833,321,10,3,21.15,48,0.29,Master's,Unemployed,Married,No,Yes,Education,No,1
58N8ZNEL4U,62,114087,196710,688,62,4,13.83,48,0.36,High School,Part-time,Single,Yes,Yes,Education,No,0
DGJZBEH0FJ,59,36032,192192,811,19,4,15.03,12,0.45,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,0
GRNO56VLUA,26,71757,132508,330,5,3,18.56,12,0.79,Bachelor's,Self-employed,Single,Yes,No,Business,No,0
RMXZV728UT,66,111071,249936,645,81,4,2.55,12,0.47,High School,Self-employed,Divorced,No,No,Auto,No,0
XVLCUDEZH0,50,61047,113822,591,29,3,5.09,48,0.55,PhD,Full-time,Divorced,Yes,No,Other,Yes,0
03ZCSYYKWZ,53,44925,52852,747,118,1,3.9,12,0.72,Master's,Self-employed,Divorced,No,No,Home,Yes,0
F2AG25IPQQ,53,66918,17318,797,63,4,17.17,60,0.19,High School,Full-time,Single,No,No,Auto,No,0
4I3GITM747,35,71680,185123,831,106,1,11.98,60,0.79,High School,Unemployed,Divorced,No,Yes,Home,No,1
MI0IMI2Y73,26,133572,19445,773,1,2,2.38,48,0.22,Bachelor's,Full-time,Married,Yes,Yes,Other,No,0
P2BEWT21RR,46,81806,196087,427,15,3,19.29,60,0.12,Master's,Full-time,Married,Yes,No,Home,Yes,0
TM39832BGL,67,101842,135814,725,16,1,10.87,48,0.24,PhD,Full-time,Single,No,Yes,Home,No,0
KEW4PI75SW,31,103567,169172,394,86,3,18.04,48,0.33,Master's,Unemployed,Married,No,No,Business,No,0
EFJO4PXE16,42,93949,96305,461,72,4,16.84,48,0.21,PhD,Self-employed,Divorced,No,Yes,Other,Yes,0
XG7VZZGRX9,32,111846,48219,351,74,1,8.87,60,0.61,High School,Self-employed,Single,No,Yes,Business,Yes,1
PCCOX47HUJ,23,54388,12488,370,16,3,18.87,36,0.16,PhD,Self-employed,Married,No,Yes,Business,No,0
6W6ZPTOZMD,59,105328,247664,465,45,2,17.83,12,0.6,Bachelor's,Unemployed,Married,Yes,Yes,Home,No,0
C5PJST25HY,46,18795,68261,668,43,4,8.96,24,0.35,Bachelor's,Self-employed,Married,No,Yes,Home,Yes,0
874X8Q9WBO,32,80975,10104,647,42,4,23.31,12,0.74,PhD,Unemployed,Married,Yes,Yes,Home,No,0
Q1Z9LFV5UW,46,122728,210547,393,18,4,20.3,36,0.34,Master's,Self-employed,Divorced,Yes,Yes,Auto,No,1
326X24LO78,21,111496,128978,630,42,2,2.06,48,0.6,High School,Part-time,Single,Yes,No,Home,Yes,0
G2FQCWN5YG,35,83024,91316,385,111,4,14.38,24,0.53,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
0PDXYG8IEI,67,142055,90904,612,16,2,3.52,24,0.47,PhD,Self-employed,Single,Yes,No,Home,No,0
210K54F4QC,66,78881,157041,846,61,3,11.18,48,0.58,High School,Unemployed,Married,No,No,Other,No,0
3BY8HD6QU7,61,112317,171569,542,108,4,17.18,60,0.62,Master's,Full-time,Single,No,No,Auto,No,0
DBP7Z7O5US,56,22403,7322,519,22,1,6.71,36,0.35,High School,Full-time,Married,No,No,Auto,No,0
G7F8KTJNMF,33,70113,8631,760,74,4,18.88,24,0.25,High School,Full-time,Single,No,Yes,Business,No,0
NAT50QKCTN,28,125748,242658,738,51,4,4.96,60,0.56,Master's,Full-time,Single,No,No,Business,No,0
R2JTIBSMYP,31,25791,128198,592,90,4,22.95,12,0.16,PhD,Part-time,Divorced,Yes,No,Education,No,0
MYKTWAKGDL,20,98361,114747,837,91,1,8.24,24,0.62,PhD,Full-time,Single,Yes,No,Auto,Yes,0
6IX081ARZB,68,139569,133469,561,96,2,24.83,60,0.21,Master's,Part-time,Divorced,No,Yes,Auto,No,0
QB5BNGSJT8,67,18430,167091,762,36,1,7.37,48,0.37,Bachelor's,Full-time,Married,Yes,Yes,Business,Yes,0
OA7T2IK5LS,59,113216,32117,332,14,1,13.1,48,0.31,High School,Self-employed,Divorced,Yes,Yes,Auto,No,0
OBR1KPXQ2O,55,124694,100255,464,6,2,24.26,24,0.26,PhD,Full-time,Divorced,Yes,No,Education,No,0
ZYZOJD8DOZ,62,89281,168202,530,42,4,12.79,36,0.52,PhD,Unemployed,Married,No,Yes,Business,No,0
GHS69IADKC,59,18877,172994,691,18,1,3.32,36,0.34,High School,Full-time,Divorced,No,No,Other,Yes,0
WF5P3FSL40,35,38464,40003,715,1,4,19.39,12,0.56,Master's,Full-time,Married,No,No,Home,No,0
MCXG7YBDIY,37,133243,121185,592,57,4,6.95,12,0.56,High School,Self-employed,Single,Yes,Yes,Education,No,0
BMLJS4AXDK,65,54017,19617,628,60,3,19.2,24,0.57,Bachelor's,Unemployed,Married,Yes,No,Auto,No,0
8EI2Q8X3K2,42,65259,127926,304,99,2,16.91,24,0.26,Bachelor's,Part-time,Single,No,No,Education,No,0
0ONWSZ7JJG,55,42425,221601,781,31,2,18.93,24,0.41,Master's,Part-time,Divorced,No,Yes,Auto,Yes,0
OO8U2E1G9E,30,95970,225753,343,17,2,3.56,60,0.46,Bachelor's,Full-time,Single,Yes,Yes,Business,No,0
54HDZXJS6Z,21,25195,138308,846,103,1,17.63,48,0.45,Bachelor's,Unemployed,Divorced,No,No,Education,No,0
NKEWU4U8XU,31,26154,226597,416,60,3,5.72,36,0.15,PhD,Part-time,Married,Yes,Yes,Business,Yes,0
GTITJZ8WBZ,50,39522,248862,775,108,4,23.18,60,0.12,PhD,Unemployed,Divorced,Yes,No,Education,Yes,0
4QS589YNZT,45,100779,93347,388,105,4,10.7,12,0.1,PhD,Full-time,Divorced,No,No,Business,Yes,0
C7A9Z3JLJC,69,41021,111338,429,3,2,22.86,36,0.84,PhD,Unemployed,Married,Yes,Yes,Other,No,0
JB9AKS0TAI,54,53013,244823,740,72,3,2.93,36,0.31,PhD,Unemployed,Married,Yes,Yes,Other,Yes,0
DDFB4PJWAU,25,92066,144913,367,38,4,13.5,36,0.65,PhD,Self-employed,Married,Yes,No,Home,Yes,0
V5FFZP3RXQ,61,76618,92240,359,117,2,16.1,60,0.47,PhD,Self-employed,Married,No,No,Home,No,0
G1U879YGF4,51,132578,94185,339,52,2,12.48,60,0.59,Master's,Part-time,Married,No,No,Home,No,0
QO9OJUO7NP,61,118461,181479,420,69,4,19.07,12,0.4,PhD,Self-employed,Single,No,Yes,Other,Yes,0
UG4FY6C0U9,22,58036,16189,638,23,2,9.3,48,0.55,Master's,Self-employed,Married,No,No,Home,Yes,0
SLXUENY3TJ,22,51440,111528,627,25,1,19.83,48,0.79,Master's,Unemployed,Single,No,No,Other,Yes,0
BTUR8HEUHY,48,47652,112283,629,32,1,4.09,60,0.57,Master's,Part-time,Divorced,No,No,Auto,Yes,1
GUVIOKJPU4,62,142700,49193,587,83,3,4.14,12,0.72,High School,Part-time,Single,No,No,Other,Yes,0
Y811GIO2Z5,26,118537,35146,506,118,4,7.61,48,0.13,High School,Unemployed,Married,Yes,No,Education,No,0
ZO1NOSH369,59,89346,58425,659,19,4,2.62,24,0.74,High School,Full-time,Single,No,Yes,Business,Yes,0
NVA1STC6KZ,49,74062,60384,670,19,1,10.68,36,0.66,High School,Self-employed,Single,No,No,Home,Yes,0
NJJ8W66SDH,50,137979,51972,426,2,1,3.6,12,0.89,Master's,Full-time,Single,No,No,Other,No,0
X2BILG2JNQ,20,63950,36827,472,67,3,20.76,24,0.88,Master's,Unemployed,Single,Yes,Yes,Auto,No,0
FS6NLFCT0I,47,49842,31761,723,85,2,21.41,60,0.27,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,0
WXBC32OACB,67,138647,74127,595,50,4,19.18,24,0.54,PhD,Full-time,Divorced,No,No,Education,No,0
CBK2YXZZUF,29,104743,110845,470,16,3,9.43,60,0.86,PhD,Full-time,Married,Yes,Yes,Home,Yes,0
BFN3DTFCJM,46,51954,119856,515,12,2,2.67,12,0.53,Master's,Full-time,Married,Yes,Yes,Education,Yes,0
HRU9ZZXV8X,20,87375,32526,487,18,1,13.9,48,0.89,PhD,Full-time,Divorced,No,Yes,Auto,Yes,0
MLJCSEVRNU,43,41031,173447,651,74,3,10.34,36,0.51,Master's,Full-time,Single,No,Yes,Business,Yes,0
2HBZJ57J2L,47,65099,65590,608,59,4,7.88,12,0.6,Master's,Part-time,Single,Yes,No,Home,Yes,0
8X6BSRHRK0,26,115702,178576,735,86,2,21.39,12,0.81,Master's,Full-time,Married,Yes,No,Auto,No,0
17EB3VHC38,43,117791,13791,475,7,3,19.2,24,0.77,PhD,Full-time,Married,No,No,Business,No,1
P91KV6G03N,19,82230,28013,409,70,1,7.65,48,0.13,Master's,Full-time,Divorced,No,No,Education,No,0
RLWKRNL77T,20,93931,223825,414,73,1,12.77,24,0.39,Bachelor's,Full-time,Divorced,Yes,Yes,Other,No,0
Z9XTHNZMA7,63,137637,126293,653,36,2,5.25,48,0.28,PhD,Full-time,Married,Yes,No,Business,No,0
M8KOTSTTO9,21,22241,159426,392,21,4,2.41,60,0.47,PhD,Unemployed,Married,Yes,No,Business,No,1
HBWIX9G9XE,42,60604,177690,696,8,2,21.83,48,0.37,High School,Self-employed,Single,No,Yes,Auto,Yes,0
Z7S5WVSLN8,68,52069,125627,444,106,2,23.6,12,0.84,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,0
CHA7CWNGC9,30,24864,191256,571,29,2,21.56,12,0.13,Master's,Part-time,Married,Yes,Yes,Business,No,0
FQNTBEIFJG,56,80604,13994,673,1,3,22.11,24,0.39,Master's,Self-employed,Single,Yes,No,Education,Yes,0
B32PJK7GG8,61,85947,223535,320,34,2,16.62,48,0.58,Master's,Unemployed,Married,Yes,No,Business,Yes,0
9F0XJCFHY7,52,117260,110958,376,87,4,12.27,24,0.82,Master's,Self-employed,Single,No,Yes,Auto,Yes,0
PBBSPKTA20,40,18722,193804,800,72,1,22.39,48,0.67,High School,Unemployed,Married,No,No,Auto,No,0
YD4182OZED,26,121477,49945,662,76,2,6.13,12,0.66,Master's,Self-employed,Divorced,No,Yes,Auto,No,0
6SYSKCVGFU,19,74106,126859,526,59,2,24.04,60,0.3,Bachelor's,Unemployed,Divorced,No,Yes,Business,No,1
XPTPCN5GC0,58,45355,59231,559,49,4,2.51,36,0.12,High School,Unemployed,Divorced,Yes,No,Business,No,0
XNOZ0X8NFX,61,103806,56030,350,92,2,7.03,36,0.35,PhD,Part-time,Divorced,No,No,Auto,No,0
F66W2T8RV8,48,91053,113443,718,44,1,24.11,12,0.84,High School,Part-time,Divorced,No,Yes,Other,No,0
5WCHLMA50B,61,130406,155472,568,97,1,15.01,36,0.71,Bachelor's,Unemployed,Single,Yes,No,Home,Yes,0
SMPFY4RWJH,64,54429,83458,329,81,4,12.76,12,0.79,Master's,Part-time,Single,Yes,No,Education,No,1
12ZEB6DG7W,19,82232,20033,620,21,4,20.28,12,0.68,Bachelor's,Full-time,Single,Yes,No,Home,No,0
KJK84C4IXN,49,79267,49445,841,41,4,21.35,12,0.24,Master's,Self-employed,Married,Yes,No,Other,No,0
7O0HNKTD7J,35,87049,230395,621,21,1,4.25,36,0.76,PhD,Part-time,Divorced,Yes,No,Other,No,0
3VOLYZGLUW,30,63036,211031,655,66,1,17.95,60,0.56,Bachelor's,Full-time,Married,No,No,Auto,Yes,0
RFWR25FPXL,63,111732,25257,647,85,2,20.91,36,0.87,PhD,Part-time,Single,Yes,No,Home,No,0
XE1VLL0CAN,22,41482,207812,496,110,1,23.91,36,0.57,PhD,Part-time,Single,Yes,No,Other,No,1
OG3DCTPBZR,59,40743,160134,712,43,4,3.89,12,0.2,PhD,Part-time,Divorced,Yes,No,Other,No,0
W832J7L567,61,15070,180470,409,95,4,9.22,60,0.28,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,Yes,0
GOQQP8Y0AW,27,91418,86059,313,53,4,13.67,60,0.82,Master's,Self-employed,Single,No,No,Other,No,0
9T7FEY1B52,60,121239,108745,392,45,2,13.26,12,0.58,Master's,Self-employed,Married,No,No,Home,Yes,0
F91LQMTTBC,42,118597,112033,520,10,3,18.18,24,0.5,PhD,Unemployed,Divorced,Yes,No,Other,No,0
DH4ESWFFWA,51,30201,104456,690,52,1,11.4,48,0.42,Bachelor's,Unemployed,Married,No,Yes,Education,No,0
HZ970CP4V6,54,20020,132652,827,95,3,11.77,12,0.27,PhD,Full-time,Divorced,No,No,Education,Yes,0
RU8DWUWDDO,47,92061,164842,451,45,4,13.5,60,0.61,PhD,Unemployed,Single,No,No,Home,Yes,0
BJQTGHK2G7,24,95180,195776,654,115,4,5,36,0.49,Master's,Part-time,Divorced,Yes,No,Home,No,0
W3X38XZ5YB,23,67518,101506,739,47,3,21.76,36,0.89,PhD,Part-time,Divorced,No,Yes,Other,No,0
SVQNI9ZYPV,20,92844,167650,346,10,3,15.93,60,0.28,Master's,Self-employed,Single,No,Yes,Business,No,0
35K2S4ZG14,30,82890,106439,628,14,2,4.82,36,0.74,Bachelor's,Part-time,Single,No,Yes,Education,No,0
KTXH01K9H6,20,31560,87526,642,42,4,7.68,60,0.45,Bachelor's,Self-employed,Divorced,No,No,Business,Yes,0
8URKR6G3LV,43,110669,39014,357,27,4,12.64,60,0.71,High School,Unemployed,Married,No,Yes,Education,Yes,0
PATDI2PMMB,41,86407,239926,640,93,3,24.48,60,0.38,High School,Self-employed,Divorced,No,No,Education,No,1
SLGXZA8DGA,23,44349,237366,399,38,1,22.14,60,0.54,Bachelor's,Self-employed,Single,Yes,No,Education,No,0
YRW03N30LL,60,30636,95869,548,51,4,16.11,12,0.59,PhD,Full-time,Single,Yes,Yes,Home,No,0
WZCGKH3X8M,66,75243,210659,319,64,4,24.71,12,0.28,Master's,Full-time,Single,No,No,Other,Yes,0
IDI25OSB5Q,59,117117,109844,567,35,2,23.91,48,0.57,Bachelor's,Full-time,Married,Yes,Yes,Auto,No,0
UUDF5O5769,29,42460,171022,585,81,2,2.65,36,0.8,Master's,Part-time,Divorced,Yes,Yes,Education,No,0
XRPMB5KBUU,66,37190,82490,786,66,2,24.17,48,0.7,Master's,Full-time,Single,No,Yes,Auto,Yes,1
9BQ8QX97LK,53,135707,85150,712,56,2,12.03,24,0.85,High School,Self-employed,Divorced,Yes,No,Home,No,0
5F0EBLWFYB,19,133046,222992,573,81,2,2.68,60,0.37,Master's,Part-time,Single,Yes,Yes,Business,Yes,1
LPB5IC8IFY,28,109154,168760,350,101,2,10.75,60,0.9,PhD,Full-time,Divorced,Yes,No,Business,Yes,0
4OAJV0WN7M,56,35964,135057,326,44,2,21.21,60,0.89,PhD,Self-employed,Married,Yes,No,Home,Yes,0
MFZGQPDIK7,51,98360,161245,652,26,1,8.37,12,0.29,Bachelor's,Part-time,Married,No,Yes,Business,Yes,1
J1KVB4DODM,43,71673,197421,449,92,2,11.77,12,0.2,Master's,Self-employed,Married,No,No,Auto,Yes,0
MRASC7FY0J,35,146001,7714,708,61,2,16.91,60,0.83,PhD,Part-time,Divorced,Yes,No,Education,No,0
AZNZFPIUT0,38,15552,104418,697,2,2,4.75,48,0.68,Bachelor's,Unemployed,Divorced,Yes,Yes,Auto,Yes,0
GWSHMYDH5D,53,62243,126892,512,93,4,23.6,24,0.13,Bachelor's,Full-time,Divorced,Yes,Yes,Home,No,0
83IYL4P8OF,57,92719,157713,547,4,1,13.72,36,0.29,Bachelor's,Full-time,Single,No,Yes,Education,No,0
